feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,monthly_usage,plan,autopay,churn
3.3166904778695736,-2.02967444022606,2.3556289690884733,-0.2158294300943997,-1.4192786996459645,0.9141093920423181,-5.980684819235483,1.518091812005666,-0.04254028842578179,-3.397662219910385,high,plus,No,0
4.161929653614911,-3.8985584437547796,0.17458827752600908,-0.0912207299953881,-1.3601845713780738,-0.6069681732382641,-4.648657168164119,-2.4547769088769336,-0.6676882828147466,-0.6292401743173214,high,premium,No,0
-0.47750889907607935,3.103860075421551,2.6948223321955105,1.5623270109994887,4.191340621024867,1.2301898966901859,3.4916430083592087,0.8273464203860355,0.6353117835820689,-2.5930352361456865,medium,premium,No,0
-1.8949896626163167,2.218811004115151,-0.06283447474147266,-2.4959236937682063,-1.7380070042803126,-1.2564672148392781,-1.8420874280383952,1.6682278992695796,0.49479478432850976,-0.9940834572416674,low,plus,Yes,0
-0.10120324986352634,0.4445865165907197,-0.7931029159474979,-2.2048387774884435,3.3605527349909274,0.9222877836069765,0.6833081564443892,-1.8895148469018308,-1.7723990108582852,1.3120521913007166,medium,plus,Yes,1
-0.49732448950759156,1.160588683321806,-1.3716260698570923,0.1326402582252868,1.5560434878889824,2.8482888411856013,-0.27515361916970754,1.2317854518220628,-0.07390739771096427,-1.4354926031348976,medium,premium,Yes,0
3.786010550897574,-1.2919926866654448,1.0270789379614798,0.9070635001168581,2.106804376497469,-0.5627076282713406,-1.7218806859937168,2.5115365432244214,-0.27634564506213244,-3.1938609817235024,high,plus,Yes,0
-2.998253113273896,2.116088613974152,0.0806672587862179,-0.3714941786590159,2.5952545919323082,0.37599532011911174,5.083843919388015,0.6579576031179875,-0.4074380751361637,2.5880784033136583,low,premium,No,1
-0.10325109057516127,-0.18458332902394303,0.6032003423308876,0.7643423203733319,-3.846012452933568,-0.012996165471628074,-2.74156994764774,-1.1456047699433327,-0.012713547711493566,-1.3790414268253914,medium,basic,No,0
3.085656187037757,-2.4152658684205766,0.2151404628615487,-2.558883050209046,0.6091218089524473,-0.8376582593056368,-4.086635585247587,-3.214651356273473,0.4692137015993424,0.14675362766538746,high,basic,Yes,1
0.5836812697094721,-0.05917828663233615,0.36038427038837106,0.1004462051995314,2.552294515030977,0.9339881178621852,1.1332935250887983,0.4623075159809297,1.396907532065686,0.0597934836106957,medium,plus,No,0
-1.1563359468800716,-1.7269691458389729,1.5029565872574153,-3.5041656008503774,-4.954145331248249,2.807064919216532,-7.165333673492479,0.15804623132005613,-0.37498601027326617,1.1912856813550492,low,premium,No,1
1.3057761266359509,-1.355916182685276,-0.07139256955863768,-1.257477889720838,-0.46483713702903673,-0.43907489481794904,-2.318010067126303,-1.6945898311195218,-0.6879024189448028,0.30651492130873326,medium,premium,No,1
-3.542796791794903,0.8566968427560104,-0.34705715501187273,-0.20797771166642942,-2.9291078750296826,2.6910029602698735,-0.25180985897348274,2.290453563027488,1.625545687299529,1.4866807593477467,low,plus,Yes,1
5.004064850314258,-3.415053737715392,-0.5054976982602105,2.0116600970396146,-0.7059053709475914,-1.3513562714735743,-3.0054446201163736,-4.497884663791497,0.8012400360243159,-1.9260798411080127,high,plus,No,0
7.288206149000915,-4.572114431398261,0.7682538372578852,-1.774649175847355,2.058216821192412,-2.78431090234029,-5.582250650962436,-3.1898410564622024,-1.9614555620403007,-1.799818549725935,high,premium,Yes,0
5.838274457396901,-4.288013349070107,0.8238943537007667,-0.348851206031505,0.7218421499699685,2.1150657364445347,-6.674868034249961,-5.555756881465842,-0.7542179562565453,-2.0681558721466597,high,premium,Yes,1
-0.1898627227926949,0.07092619883146722,0.9432203814756326,-1.5475165480913513,1.1284882171517785,-0.17405040934808147,0.25612174274216626,-3.2239422124373904,-0.5253964523402401,1.4527116806906197,medium,plus,Yes,1
6.1390023181561295,-2.641737919310658,0.09665391668743983,0.9601187501607231,0.4047804422188397,-2.682487646607025,-4.483978915647034,0.31033112504931126,0.9916136605408773,-4.602331054441182,high,premium,No,0
-1.4374647078380287,-0.9172152899841716,0.39199028512454465,-1.526166137166227,-2.6133956250814077,2.461791122273663,-2.960357871868935,1.1335928075553185,0.23143377032956827,1.4150540682891508,low,basic,No,1
-1.9898770463562854,1.506925852811908,0.5838458300825154,-1.9250113039148822,-0.2394641057949387,0.9921230116074226,-0.508864140601253,-1.797246486037661,0.9813097574429632,0.7588687275395096,low,premium,Yes,1
2.569164591399883,-0.8822586854796457,0.14722501101269264,-1.1325608130435179,1.4437461779131666,-0.4088472416400428,-2.593756004904765,-0.5119612778793368,-0.3150390874327181,-1.6708380984492628,high,basic,Yes,0
-2.1965915151290965,1.5417215380860363,-0.2561706752715692,-1.5255998432167113,-1.8328373178090671,0.9644203053129621,-1.390891354304458,-2.0864588815405414,-0.561394510902489,0.24762458505146434,low,basic,No,1
-0.4805316971816048,0.34156917921241736,-0.04877411658967404,-0.7420209020837123,-2.194716143307643,-0.7607921754942678,-1.8088524019462264,-0.5152080477806569,-1.8175918389495744,-0.4914212455473612,medium,premium,Yes,0
-2.4971744406163,1.8639561324721796,-0.8968063786658277,-1.1912807577055005,0.3443204748208336,1.0191521243951476,1.1343737608562654,0.08958084803492516,-0.8724334411889024,0.9469343048153812,low,basic,Yes,1
-0.37503325362545575,1.6908493220751328,-0.1973137533860654,0.2813669116766635,2.729022648484156,1.3144127997505164,1.61159102232756,-0.2403568192389436,0.439300036738925,-1.0814072733391495,medium,basic,No,0
0.8026499464542208,0.010617762835828604,-0.8135574541942521,-1.0218925157962302,-0.8270879211108362,0.7573030759987709,-3.4776378373803705,0.3527886586855602,0.7667229234936916,-1.9761288602706046,medium,plus,Yes,0
1.8121818262209048,-0.7319561957321851,-0.8333177577042885,0.6861317582921118,1.034558983005023,1.041233731497158,-1.3403059083692859,0.9262023886467085,1.129816546358944,-1.7749918384873897,high,premium,Yes,0
1.4208259487875432,-0.8813382769180822,0.5880537618277851,-0.9198390640102452,2.247650803297432,1.8082984483225442,-1.2560716284779545,-1.9906955614520059,-0.9239680106342287,0.0045894505453809575,medium,plus,Yes,1
-2.4561523692693408,0.5974832233088416,-0.07073049409405481,-2.538800677566056,-3.2930018470107103,2.519141751370162,-4.1318031781956135,2.8437795217855086,-0.784302383914719,0.09767277098652105,low,basic,Yes,1
3.791349337662416,-2.057888190946422,-0.5341892077775119,-0.18633392559134476,0.5463013817633318,-0.8862850517739121,-3.30119138528352,-1.8483183916398973,-1.701767091158809,-1.9199965266114134,high,basic,No,0
0.04542636132288404,-1.167007276430178,1.4622389865751582,0.7461972139433777,0.26704219435181065,0.35399093343961785,1.3666362395554978,0.09013936825647617,0.9771804785810942,1.692278205521117,medium,basic,No,1
4.200791749348874,-3.4600605311460133,-0.04921975018821472,-2.6202137334363087,-0.4306372579530582,-0.09453755445932632,-6.976388209448344,1.4836771088484053,-1.2460537751704222,-1.5527117193389892,high,basic,No,0
0.7643041324326776,0.6898332804269405,0.06369720465318252,0.8699974715120034,1.4570036131015607,0.9100292152894649,0.0017021463921925023,1.0599340583374826,2.0570282489712572,-2.0918601116342606,medium,basic,Yes,0
-0.36698159257482965,0.3984369471396818,-0.248766305420981,-0.7770704048705629,0.23263826209179694,3.134047752033434,-2.277682643372869,0.5057361593336926,-0.6406499944489928,-1.060327745765672,medium,premium,No,1
2.963318696244128,-1.1492472081174436,-0.15872686885329557,-2.7084991728433696,1.0643976299701765,-2.0518774235608,-3.8393330737656335,0.7673010038972774,-0.5258477638676445,-1.5992176510878204,high,premium,No,0
1.4245856581969614,-1.4803226238390188,0.8157743533853581,-3.910078939575083,0.4053550216868891,2.2477373686512983,-6.048213343206548,2.7230789370341757,0.7158824596360679,-0.7391520938254065,medium,basic,Yes,0
-1.6033252598987886,1.3686802244254326,0.015131077348556518,-2.0075746487408406,1.9337192139692432,0.7646947238030344,1.262139702015276,-2.461523644017165,0.5703916552010759,1.6666086610562578,low,basic,Yes,1
-3.348781885695358,2.12989322876897,0.06812645609590111,-2.2660377724069183,-3.202712624977719,1.2077221125411879,-2.4984567254434764,2.0321443536178916,0.010008346808538916,-0.24267977657179396,low,plus,No,0
-3.598679704854097,1.3739120508812097,1.646481892207587,-0.5742804926555556,-2.6136871646759188,2.4610640987600303,-0.28545846637177086,1.0920142800604165,0.2556093661138256,1.2313858253740677,low,plus,No,1
-4.029746287959824,-0.9290605813964502,0.6482149815885367,0.011900543859789003,-5.042581953910574,4.917637400581809,-1.7163967495376122,1.5443410876938561,1.6432348858749755,3.2732219031812777,low,premium,No,1
